listing_id,zipcode,latitude,longitude,property_type,room_type,bathrooms,bedrooms,beds,minimum_nights,host_listings_count,instant_bookable,cancellation_policy,is_business_travel_ready,price_per_person,host_is_superhost
6503015,28801,35.60002,-82.5578,Private room in house,Private room,1,1,1,1,2,t,flexible,f,46,t
6512423,28801,35.58923928,-82.5460941,Condominium,Entire home/apt,3,3,2,7,1,f,moderate,,75,f
6528101,28801,35.60773836,-82.54854156,House,Entire home/apt,1,2,2,2,1,f,moderate,,38.33333333,f
6540096,28804,35.62835945,-82.57217784,House,Entire home/apt,2,2,3,2,3,f,moderate,f,25,t
6544722,28803,35.57742,-82.54288,Apartment,Entire home/apt,1,2,2,13,1,f,flexible,f,27.5,f
6557001,28801,35.60108626,-82.55971499,House,Private room,1,1,2,2,1,f,flexible,,48.5,f
6566070,28806,35.57870371,-82.59378974,House,Entire home/apt,1,2,2,2,1,f,strict,,40,t
6567381,28803,35.55331925,-82.52854685,Condominium,Entire home/apt,2,1,2,2,1,f,flexible,,32.5,f
6571452,28801,35.59214133,-82.55467477,Other,Private room,1,1,1,2,9,f,moderate,,25,t
6574072,28804,35.61488458,-82.55989131,Apartment,Entire home/apt,1,1,1,2,1,f,flexible,,28.33333333,f
6575162,28801,35.61301404,-82.55861958,Apartment,Entire home/apt,1,1,1,2,1,t,strict,f,49.5,f
6576184,28801,35.59158276,-82.55440432,Other,Private room,1,1,2,2,9,f,moderate,,25,t
6581976,28806,35.58586585,-82.63248628,Tent,Entire home/apt,1,0,2,2,5,f,strict,,29.75,t
6599654,28806,35.58294,-82.58863,House,Entire home/apt,1,2,2,1,1,f,moderate,f,17.5,t
6600986,28806,35.57994203,-82.57615921,House,Private room,1,1,1,1,3,f,moderate,f,35,t
6601781,28804,35.67122797,-82.57810616,House,Entire home/apt,2.5,4,4,3,22,f,strict,,41.875,f
6603955,28806,35.57226,-82.62757,Cottage,Entire home/apt,1,2,4,7,1,f,moderate,f,14.16666667,t
6609327,28804,35.63373,-82.49752,Entire residential home,Entire home/apt,1,1,1,2,2,t,strict_14_with_grace_period,f,147.5,t
6613345,28803,35.49310663,-82.5166162,House,Private room,1.5,1,1,2,1,t,flexible,,29.5,f
6674139,28801,35.61133189,-82.55476905,House,Entire home/apt,1,2,2,1,5,f,strict,,38.75,t
6678496,28715,35.54618279,-82.67641514,House,Private room,1,1,1,1,1,f,strict,,16.33333333,t
6686924,28805,35.58018,-82.5057,Entire house,Entire home/apt,2,2,2,90,3,t,moderate,f,24,t
6698737,28806,35.57591,-82.59421,Private room in bungalow,Private room,1,1,1,28,1,f,moderate,f,21.5,t
6706665,28806,35.57675016,-82.59278157,House,Entire home/apt,1,2,2,2,1,f,flexible,,23.75,f
6711659,28801,35.59033,-82.54559,Entire rental unit,Entire home/apt,1.5,2,2,5,4,f,strict_14_with_grace_period,f,38,t
6713809,28804,35.62597,-82.55201,Apartment,Entire home/apt,1,1,2,1,1,t,strict_14_with_grace_period,f,32.5,f
6715120,28806,35.6174,-82.60122,Entire residential home,Entire home/apt,1.5,2,2,2,1,t,moderate,f,41.5,t
6724476,28803,35.55554,-82.4759,Entire residential home,Entire home/apt,2.5,3,4,2,2,t,strict_14_with_grace_period,f,23.625,t
6741903,28806,35.56905,-82.5958,House,Entire home/apt,2,3,3,30,1,f,moderate,f,49.33333333,f
6746841,28804,35.62545,-82.57696,House,Private room,1,1,1,2,4,f,moderate,f,26.5,t
6760016,28704,35.44831,-82.50911,Entire rental unit,Entire home/apt,1,1,1,2,1,f,strict_14_with_grace_period,f,32.66666667,t
6765734,28806,35.57895,-82.59566,Shared room in hostel,Shared room,2.5,1,1,1,7,t,moderate,f,33,f
6765832,28806,35.57895,-82.59566,Private room in residential home,Private room,2.5,1,1,1,7,t,moderate,f,35,f
6775949,28801,35.60335,-82.55166,Entire residential home,Entire home/apt,1,2,3,30,2,f,strict_14_with_grace_period,f,21.6,t
6776511,28806,35.62674265,-82.63978408,House,Private room,1.5,1,1,1,1,f,flexible,,40,f
6791922,28804,35.61713017,-82.55313114,Apartment,Entire home/apt,1,1,1,2,2,t,strict,,47,t
6805663,28806,35.56744097,-82.61869902,House,Private room,1,1,1,1,2,t,moderate,,36,t
6813187,28806,35.56994227,-82.58954017,House,Entire home/apt,1,2,2,1,1,t,flexible,,20,f
6813265,28806,35.5808,-82.59533,Private room in residential home,Private room,1,1,1,1,2,f,moderate,f,26.5,f
6818139,28801,35.59132,-82.55101,Private room in rental unit,Private room,2,1,1,2,7,f,flexible,f,46,t
6822844,28806,35.5771962,-82.57199751,House,Private room,1,1,1,1,1,f,moderate,,27.5,t
6823225,28806,35.58749,-82.57247,Apartment,Entire home/apt,1,1,1,2,0,f,moderate,f,57.5,t
6829875,28805,35.58775,-82.49074,Entire guesthouse,Entire home/apt,1,1,1,3,0,f,flexible,f,48.5,t
6853602,28704,35.47464,-82.49614,House,Entire home/apt,2.5,4,4,3,2,f,moderate,f,37.5,f
6863511,28801,35.59644607,-82.56020407,House,Entire home/apt,1,1,1,2,1,f,moderate,,87.5,t
6869019,28803,35.57843992,-82.53726395,House,Entire home/apt,2,3,3,2,1,f,flexible,,29.16666667,f
6869894,28805,35.58229,-82.48658,Entire guest suite,Entire home/apt,1,1,1,1,1,t,flexible,f,26,t
6869926,28806,35.57757528,-82.60318963,Apartment,Entire home/apt,1,1,1,2,1,t,flexible,,47.5,t
6870832,28801,35.60580986,-82.54404135,Townhouse,Entire home/apt,1,2,3,2,2,t,moderate,f,17.83333333,f
6880952,28803,35.56338757,-82.50988895,House,Private room,1,1,1,1,1,t,moderate,,22.5,f
6881217,28715,35.49523711,-82.74261304,House,Private room,1,1,2,1,1,t,moderate,,29.66666667,f
6913630,28801,35.60378,-82.56032,Entire cottage,Entire home/apt,1,1,1,30,1,f,strict_14_with_grace_period,f,15,t
6915829,28804,35.66114613,-82.58079517,Cabin,Entire home/apt,1,0,1,1,22,f,strict,,52.5,f
6919450,28806,35.6265999,-82.63761795,House,Private room,1,1,1,1,1,f,flexible,,45,f
6924774,,35.55279,-82.5029,Entire house,Entire home/apt,,2,2,1,0,t,,,14.75,f
6964842,28801,35.61187,-82.55574,House,Private room,1,1,1,2,2,t,moderate,f,44.5,t
6970329,28803,35.56537029,-82.52547932,House,Entire home/apt,1,2,2,2,1,f,strict,,24.25,f
6972023,28806,35.57902301,-82.59918944,Apartment,Entire home/apt,1,1,1,20,1,t,strict,,54,f
6988335,28803,35.5471705,-82.52948461,House,Private room,1,1,1,1,1,f,flexible,f,30,f
7000847,28804,35.6361,-82.58176,House,Entire home/apt,2,1,1,2,1,t,moderate,f,17,f
7001662,28803,35.56937375,-82.53219022,House,Private room,1,1,2,1,1,t,flexible,,12.25,t
7001873,28806,35.59171,-82.59721,Entire guest suite,Entire home/apt,1,1,0,2,1,f,flexible,f,44,t
7035619,28804,35.65986475,-82.58219707,Cabin,Entire home/apt,1,0,1,1,22,f,strict,,52.5,f
7045303,28806,35.57816,-82.60324,Private room in bungalow,Private room,1,1,1,2,1,f,moderate,f,62.5,t
7063293,28704,35.48087,-82.506,Entire cabin,Entire home/apt,2,3,4,3,1,t,strict_14_with_grace_period,f,55.33333333,t
7064317,28806,35.61641,-82.6422,Entire apartment,Entire home/apt,1,1,1,2,1,f,moderate,f,29,t
7090481,28804,35.6347122,-82.49810548,House,Entire home/apt,1,1,1,1,1,f,flexible,,60,f
7103096,28805,35.64419,-82.46849,Entire residential home,Entire home/apt,2,3,6,3,1,f,strict_14_with_grace_period,f,11.875,t
7116063,28803,35.57396129,-82.54556832,Apartment,Entire home/apt,1.5,1,2,1,4,t,strict,,25,t
7116152,28803,35.5740943,-82.54463713,House,Private room,1.5,1,1,1,4,t,strict,,30,t
7132603,28806,35.59079569,-82.58766041,House,Private room,1,1,1,1,1,f,moderate,,40,t
7148635,28801,35.59259507,-82.55264417,Other,Private room,1,1,1,2,9,f,moderate,,27,t
7161170,28715,35.47984018,-82.75179239,House,Private room,1.5,1,1,2,3,f,strict,,27.5,f
7262543,28804,35.66025526,-82.58126569,Cabin,Entire home/apt,1,0,1,1,22,f,moderate,,42.5,f
7276342,28806,35.58612595,-82.61309465,Apartment,Entire home/apt,1,1,1,1,1,t,flexible,,25,f
7304349,28801,35.60644,-82.55573,House,Private room,1,1,2,1,1,f,moderate,f,28.75,f
7319238,28801,35.60349,-82.56651,Guest suite,Private room,1,1,3,2,1,f,moderate,f,47.5,f
7327245,28804,35.65997272,-82.58055192,Cabin,Entire home/apt,1,1,2,1,22,f,moderate,,35,f
7340132,28804,35.63204,-82.58511,Entire place,Entire home/apt,1,1,1,30,3,f,moderate,f,57,t
7341057,28704,35.47536,-82.50085,Private room in residential home,Private room,1,2,2,1,6,f,flexible,f,23.75,f
7347299,28804,35.66150721,-82.5811804,Cabin,Entire home/apt,1,2,3,1,22,f,strict,,28,f
7361005,28806,35.59009355,-82.59378589,Apartment,Entire home/apt,1,0,1,3,1,f,moderate,,43,f
7366555,28804,35.6269352,-82.54406882,House,Entire home/apt,3,5,7,3,1,f,flexible,,40.90909091,f
7366707,28804,35.66129109,-82.58038501,Cabin,Entire home/apt,1,0,1,1,22,f,strict,,52.5,f
7367841,28803,35.54081,-82.51378,House,Private room,1,1,1,1,1,f,moderate,f,37.5,t
7383921,28806,35.56768,-82.61449,Apartment,Entire home/apt,1,1,1,1,1,f,moderate,f,33,f
7387243,28806,35.50828,-82.60511,Apartment,Entire home/apt,1,1,1,2,1,f,flexible,f,37.5,t
7403286,28803,35.57402187,-82.54402633,House,Private room,1.5,1,1,1,4,t,strict,,30,t
7418991,28801,35.5914,-82.55445,Entire rental unit,Entire home/apt,1,0,2,1,3,t,moderate,f,29.25,t
7427374,28804,35.62605789,-82.57271488,House,Private room,1,1,2,2,1,f,moderate,f,35,f
7438838,28801,35.60804,-82.55778,Entire house,Entire home/apt,1,2,2,30,2,f,strict_14_with_grace_period,f,56.25,t
7500225,28704,35.4881,-82.58299,Entire guesthouse,Entire home/apt,1,1,2,2,2,f,moderate,f,18.75,f
7500265,28804,35.62069124,-82.5751876,Bungalow,Entire home/apt,1,2,2,2,1,t,moderate,f,35,t
7540657,28732,35.43740916,-82.44954658,House,Entire home/apt,2.5,3,4,1,1,f,flexible,,49.16666667,f
7543799,28806,35.58142,-82.58783,Entire rental unit,Entire home/apt,1,1,1,2,1,f,strict_14_with_grace_period,f,51.5,t
7546626,28806,35.59045,-82.62031,Entire guest suite,Entire home/apt,1,2,2,1,1,f,moderate,f,45,f
7556089,28806,35.57223,-82.59993,Private room in residential home,Private room,1,1,1,2,1,f,strict_14_with_grace_period,f,27.66666667,t
7612231,28804,35.63071,-82.57153,Private room in residential home,Private room,1,1,1,2,2,t,strict_14_with_grace_period,f,40.5,f
7616053,28806,35.54140123,-82.60014857,House,Entire home/apt,2.5,3,3,2,1,f,flexible,,19.16666667,f
7627408,28801,35.58085189,-82.5627424,House,Entire home/apt,1,2,2,2,4,f,flexible,,27,f
7630648,28805,35.64462,-82.48023,Entire residential home,Entire home/apt,1,1,2,3,3,f,strict_14_with_grace_period,f,31,t
7662484,28804,35.61472,-82.55189,Entire guesthouse,Entire home/apt,1,1,1,2,1,f,strict_14_with_grace_period,f,59.5,t
7665164,28806,35.57690911,-82.59273302,House,Private room,1,1,1,1,1,f,strict,,29,t
7665386,28806,35.57907,-82.59423,Entire rental unit,Entire home/apt,1,1,1,2,2,f,strict_14_with_grace_period,f,22,f
7665735,28801,35.58152091,-82.56122622,House,Entire home/apt,2,3,3,2,4,f,flexible,,48.16666667,f
7674957,28806,35.57531,-82.64233,Entire residential home,Entire home/apt,2,3,3,2,3,t,strict_14_with_grace_period,f,23.42857143,f
7675071,28704,35.45674843,-82.52970445,House,Private room,1,1,1,1,2,t,moderate,,25,f
7676424,28806,35.58397102,-82.5932943,Bungalow,Entire home/apt,1,2,2,30,8,f,strict_14_with_grace_period,f,32.25,f
7676458,28806,35.57978,-82.59351,Bungalow,Entire home/apt,1,1,1,1,2,f,flexible,f,25,f
7693393,28806,35.57786,-82.59364,Entire bungalow,Entire home/apt,1,1,1,1,2,t,flexible,f,107,t
7712679,28806,35.5828804,-82.59084853,Apartment,Entire home/apt,1,0,1,7,6,f,strict,,65,f
7745341,28805,35.61405,-82.5266,Entire guesthouse,Entire home/apt,1,1,0,2,1,f,strict_14_with_grace_period,f,52.5,t
7755862,28715,35.48977149,-82.6865188,House,Private room,1,1,1,1,1,t,flexible,,27.5,f
7757846,28803,35.59212253,-82.59415227,House,Entire home/apt,1,2,3,2,4,f,strict,,23.8,f
7810101,28704,35.48087539,-82.54474017,Apartment,Entire home/apt,1,1,1,7,1,f,flexible,f,30,f
7839268,28806,35.5761,-82.58981,Entire house,Entire home/apt,2,2,2,30,2,f,strict,f,12.33333333,f
7840094,28805,35.58333223,-82.50976832,House,Entire home/apt,1,2,4,2,2,f,moderate,,27.5,f
7842477,28801,35.59828516,-82.56607712,Apartment,Entire home/apt,1,1,1,2,1,f,flexible,,54.5,t
7850593,28806,35.57459,-82.62414,House,Private room,1,1,1,1,2,f,moderate,f,19.5,t
7853266,,35.57125,-82.57039,House,Entire home/apt,2.5,3,3,2,1,f,flexible,f,40,f
7853605,28803,35.53939,-82.52717,Entire guest suite,Entire home/apt,1,1,1,2,1,f,moderate,f,47,t
7859259,28804,35.63038,-82.58295,Entire rental unit,Entire home/apt,1,1,1,28,3,f,moderate,f,93,t
7872461,28806,35.57213968,-82.58451575,House,Entire home/apt,2.5,3,3,2,1,f,moderate,,29.5,f
7887572,,35.56465,-82.53233,Entire rental unit,Entire home/apt,1,1,1,2,1,t,flexible,f,31,t
7895827,28806,35.57663,-82.59255,House,Private room,1,1,1,1,1,t,flexible,f,25,t
7901875,28732,35.46841,-82.47162,House,Private room,1,1,1,2,1,f,moderate,f,45,f
7913589,28805,35.61467811,-82.5276985,House,Entire home/apt,2.5,3,3,4,3,f,strict,,33.8,f
7938548,28803,35.48568,-82.51175,House,Entire home/apt,1,1,1,3,2,f,moderate,f,62.5,t
7938930,28803,35.57646,-82.53607,Entire townhouse,Entire home/apt,1,1,1,30,4,f,strict_14_with_grace_period,f,27.5,f
7939277,28803,35.57356,-82.53858,House,Entire home/apt,2.5,3,5,30,3,f,strict_14_with_grace_period,f,10,f
7940019,28803,35.57427,-82.53703,Entire townhouse,Entire home/apt,1.5,2,2,28,4,f,strict_14_with_grace_period,f,33,f
7947839,28801,35.60129,-82.5556,Entire rental unit,Entire home/apt,1,1,1,1,2,f,moderate,f,57.5,t
7956588,28804,35.62292,-82.51281,Bed and breakfast,Private room,1,1,1,3,2,f,moderate,f,83.33333333,f
7966916,28806,35.57169,-82.58846,Private room in apartment,Private room,1,1,2,2,1,f,flexible,f,20,t
7967886,28803,35.57929,-82.53833,Entire residential home,Entire home/apt,1.5,2,2,60,3,f,strict_14_with_grace_period,f,12.5,t
7970419,28804,35.6292,-82.58151,Townhouse,Entire home/apt,2.5,3,6,2,1,f,moderate,f,31.42857143,f
7984387,28804,35.62944138,-82.59317223,House,Private room,1,1,1,2,1,f,moderate,,35,f
7995120,28806,35.49902,-82.61658,Entire residential home,Entire home/apt,2.5,4,7,2,21,t,strict_14_with_grace_period,f,31.625,t
7997863,28804,35.61495,-82.56121,Guest suite,Entire home/apt,1.5,2,2,2,1,f,strict_14_with_grace_period,f,22.25,f
7998973,28804,35.62278,-82.55983,Apartment,Entire home/apt,2,1,1,2,0,f,strict_14_with_grace_period,f,37.5,f
8008802,28806,35.56712112,-82.5744579,House,Entire home/apt,2.5,3,3,5,1,f,strict,,25,f
8030058,28806,35.57497,-82.58751,House,Private room,1.5,1,1,1,1,f,moderate,f,30,f
8030827,28804,35.62135,-82.51279,House,Private room,1,1,2,3,2,f,moderate,f,100,f
8051829,28806,35.59431,-82.60431,Private room in residential home,Private room,1,1,1,2,1,t,flexible,f,39.5,t
8064417,28806,35.50408,-82.61171,House,Entire home/apt,2,3,3,3,2,f,strict_14_with_grace_period,f,50,f
8085716,28804,35.63113,-82.57205,Private room in residential home,Private room,1,1,1,2,2,t,strict_14_with_grace_period,f,40.5,f
8086380,28801,35.59125456,-82.54350911,Apartment,Entire home/apt,1,1,1,2,1,f,flexible,,50,f
8089299,28805,35.5859,-82.50314,Private room in residential home,Private room,1,1,0,30,4,f,strict_14_with_grace_period,f,55,t
8114694,28804,35.65916622,-82.57741986,Apartment,Private room,1,1,1,2,2,f,moderate,,32.5,t
8133377,28801,35.59822,-82.55504,Entire house,Entire home/apt,3.5,4,5,2,1,f,moderate,f,56.25,t
8173732,28801,35.60637,-82.54732,Entire bungalow,Entire home/apt,1,2,2,30,7,t,strict_14_with_grace_period,f,21,t
8192328,28803,35.55707973,-82.53258071,House,Private room,1.5,1,1,1,1,f,moderate,,20.66666667,t
8193368,28805,35.60002,-82.50277,Entire guest suite,Entire home/apt,1,1,1,2,1,f,flexible,f,33.66666667,t
8200122,28715,35.57727432,-82.67181541,House,Entire home/apt,1,1,2,1,1,f,flexible,,26,t
8206090,28803,35.57027226,-82.55006039,Bed & Breakfast,Private room,1,1,1,1,4,f,strict,,62.5,f
8208540,28805,35.60981394,-82.48117389,House,Entire home/apt,2.5,3,3,3,4,f,moderate,,29.83333333,t
8209645,28801,35.58666668,-82.54907327,House,Private room,2,1,2,1,2,t,strict,,15,t
8209965,28804,35.61841834,-82.55778112,House,Private room,1,1,1,1,3,f,strict,,22.5,f
8211404,28803,35.4904,-82.51177,Entire chalet,Entire home/apt,2,2,2,3,2,f,strict_14_with_grace_period,f,43.6,t
8225458,28803,35.55424,-82.51098,House,Entire home/apt,2.5,3,3,1,1,t,flexible,f,27.75,f
8246075,28806,35.57533,-82.59728,Private room in bungalow,Private room,1,1,1,2,1,f,moderate,f,57,f
8265544,28806,35.54128,-82.59905,Entire residential home,Entire home/apt,2.5,3,3,1,1,t,strict_14_with_grace_period,f,43.66666667,t
8266788,28803,35.57594,-82.54484,Entire residential home,Entire home/apt,2,4,4,30,1,f,moderate,f,37.5,t
8268752,28704,35.44814361,-82.5336598,House,Private room,1,1,2,1,2,t,flexible,,32.5,f
8274661,28803,35.57337152,-82.5453703,House,Private room,1.5,1,1,1,4,t,strict,,30,t
8282917,28806,35.58203972,-82.57330117,House,Entire home/apt,1,1,1,2,1,f,moderate,,48,t
8303605,28803,35.56204116,-82.47753054,Cabin,Entire home/apt,0.5,1,1,2,1,f,moderate,,31.5,f
8304698,28801,35.60754,-82.563,Entire guest suite,Entire home/apt,1,0,1,1,1,f,strict_14_with_grace_period,f,53,t
8304838,28803,35.56696083,-82.54025868,Apartment,Entire home/apt,1,1,1,3,1,f,strict,,40,f
8310318,28805,35.59734,-82.50869,Entire guest suite,Entire home/apt,1,0,1,30,2,f,strict_14_with_grace_period,f,30,t
8362668,28806,35.57634,-82.59944,Entire rental unit,Entire home/apt,1,1,1,1,1,f,strict_14_with_grace_period,f,23.25,t
8364614,28801,35.58737558,-82.55137061,Apartment,Entire home/apt,1,1,1,2,1,f,moderate,,57.5,t
8366456,28806,35.57956,-82.6024,House,Private room,1,1,1,1,1,f,moderate,f,33,f
8403131,28806,35.575,-82.57014,House,Entire home/apt,2.5,3,3,7,3,f,strict_14_with_grace_period,f,10.625,t
8408823,28803,35.58102254,-82.5455876,House,Entire home/apt,2,3,3,2,3,f,strict,,33.33333333,t
8426203,28806,35.57519952,-82.59142354,House,Private room,1,1,1,1,1,f,flexible,,28.33333333,t
8427121,28803,35.49877,-82.4772,Entire rental unit,Entire home/apt,1,1,2,1,1,f,flexible,f,18.6,f
8443279,28801,35.61148,-82.55223,Entire guesthouse,Entire home/apt,1,1,2,2,1,t,strict_14_with_grace_period,f,69,t
8453543,28732,35.48736394,-82.44012887,House,Entire home/apt,1,2,2,2,1,f,flexible,,25,f
8453951,28803,35.56950901,-82.54922398,Bed & Breakfast,Private room,1,1,1,1,4,f,strict,,62.5,f
8456897,28806,35.58137303,-82.57771476,House,Private room,1,1,1,2,2,f,flexible,f,28.5,t
8472769,28804,35.64420098,-82.5715503,House,Entire home/apt,1,3,2,2,1,f,strict,,20.83333333,f
8485640,28801,35.60951165,-82.55875903,House,Private room,1,1,1,1,2,f,strict,,50,t
8486613,28805,35.59921357,-82.47588228,House,Private room,1,1,1,2,1,f,moderate,,25,t
8496052,28806,35.59409,-82.63461,House,Entire home/apt,2,3,3,1,2,t,moderate,f,29.83333333,t
8503329,28801,35.60466001,-82.56724702,Apartment,Entire home/apt,1,1,2,1,2,f,flexible,,30,t
8504628,28806,35.57246364,-82.61444838,House,Entire home/apt,1,1,1,1,1,t,flexible,,20.25,f
8505396,28806,35.57533,-82.59693,House,Entire home/apt,1,1,2,2,1,t,moderate,f,25,f
8513468,28804,35.61802,-82.56014,Entire townhouse,Entire home/apt,1,2,2,30,1,t,moderate,f,20.5,t
8523449,28805,35.58637747,-82.49274602,Cabin,Entire home/apt,1,1,1,1,3,t,flexible,,49.5,t
8531465,28801,35.6027481,-82.55935099,Apartment,Entire home/apt,1,0,1,3,2,t,moderate,,45,t
8533404,28805,35.64056656,-82.47605127,House,Private room,1,1,1,1,7,t,moderate,,20,t
8533890,28805,35.64245401,-82.47487723,House,Private room,1,1,1,1,7,t,moderate,,17.5,t
8534163,28805,35.64402309,-82.47489971,House,Private room,1,1,1,1,7,t,moderate,,25,t
8555124,28805,35.61288,-82.48152,Entire rental unit,Entire home/apt,1,0,1,2,1,f,strict,f,42,f
8576671,28806,35.56753,-82.61722,Private room in guest suite,Private room,1,1,2,1,1,f,flexible,f,16.75,f
8588136,28787,35.67397704,-82.57616851,Apartment,Entire home/apt,1,1,2,2,1,f,flexible,,20,t
8592142,28732,35.44002376,-82.52258296,House,Private room,1,1,1,4,2,f,flexible,f,100,f
8593311,28804,35.67663552,-82.57773606,House,Entire home/apt,2,2,2,2,1,f,flexible,,37,t
8593492,28732,35.44149,-82.52298,Room in hotel,Private room,1,1,2,2,1,f,moderate,f,185.5,f
8624659,28801,35.59497,-82.55425,Entire condominium (condo),Entire home/apt,1,0,1,2,3,t,moderate,f,51.75,t
8634354,28801,35.59686,-82.56654,Entire guest suite,Entire home/apt,1.5,1,1,2,1,f,strict_14_with_grace_period,f,72.5,t
8654108,28801,35.58635223,-82.55013541,House,Private room,2,1,1,1,2,t,strict,,50,t
8656299,28806,35.57588,-82.62422,House,Private room,1,1,1,1,2,f,moderate,f,19.5,t
8664712,28801,35.59874,-82.56017,Entire rental unit,Entire home/apt,1,1,2,2,1,t,moderate,f,125,t
8671346,28804,35.68555826,-82.59796703,House,Entire home/apt,1,1,1,1,1,t,flexible,,37.5,t
8672247,28806,35.57233,-82.57449,Entire rental unit,Entire home/apt,1,2,3,28,1,t,moderate,f,11.66666667,t
8673686,28801,35.59077199,-82.55895488,House,Entire home/apt,1,2,2,2,2,t,strict,,44.75,t
8721288,28803,35.55258,-82.50942,Entire apartment,Entire home/apt,1,2,2,2,1,f,moderate,f,24,t
8732095,28804,35.62840168,-82.58116766,House,Entire home/apt,1,2,2,2,1,f,strict,,25,t
8741844,28704,35.46334,-82.55487,Entire cottage,Entire home/apt,2,1,2,3,1,t,strict_14_with_grace_period,f,37.5,f
8753404,28704,35.47031627,-82.51522445,Condominium,Private room,1,1,1,1,1,f,flexible,,50,f
8782463,28801,35.60654,-82.54343,Entire rental unit,Entire home/apt,1,2,1,1,1,f,moderate,f,18.5,t
8794816,28801,35.58076272,-82.58715595,House,Entire home/apt,1,1,1,1,1,f,moderate,,42.5,t
8799413,28805,35.58762,-82.53586,Guest suite,Entire home/apt,1,1,1,1,1,t,moderate,f,50,t
8807296,28732,35.51063715,-82.43987467,House,Private room,1,1,1,2,1,f,flexible,,27.5,f
8813084,28801,35.60480458,-82.57449038,House,Entire home/apt,2,2,2,2,1,f,moderate,,87.5,f
8838165,28803,35.55585582,-82.53434505,House,Entire home/apt,2.5,3,4,2,1,f,moderate,,37.5,f
8841337,28806,35.57256,-82.6033,House,Private room,1,1,0,1,2,t,moderate,f,33,f
8842798,28805,35.58628116,-82.46456197,Apartment,Private room,1,1,1,1,1,f,flexible,,34.5,f
8848210,28804,35.61879482,-82.55925511,House,Private room,1,1,1,1,3,f,flexible,,25,f
8848367,28801,35.61833185,-82.55769012,House,Private room,1,1,1,1,3,f,strict,,22.5,f
8867635,28804,35.63849,-82.61893,Apartment,Entire home/apt,1,1,1,2,1,t,moderate,f,62.5,t
8895397,28806,35.58394,-82.59243,Entire residential home,Entire home/apt,1.5,2,2,2,1,f,flexible,f,43.2,t
8983489,28801,35.59727602,-82.56434474,Apartment,Entire home/apt,1,1,1,2,1,t,strict_14_with_grace_period,f,46.33333333,f
9009030,28806,35.57122551,-82.59766551,House,Private room,1,1,1,2,1,f,flexible,f,22.5,t
9022608,28801,35.60612,-82.55218,Entire rental unit,Entire home/apt,1,2,3,1,2,f,strict_14_with_grace_period,f,31.2,t
9022733,28804,35.6314786,-82.56590431,House,Private room,1,1,1,1,1,f,flexible,,75,f
9044670,28732,35.4865311,-82.42554649,House,Entire home/apt,2,2,2,2,1,f,flexible,,87.5,f
9062255,28805,35.59957,-82.49938,Private room in residential home,Private room,1,1,1,1,1,t,flexible,f,63,t
9131234,28806,35.52273,-82.62837,House,Private room,1,1,1,1,1,f,flexible,f,32.66666667,f
9132506,28801,35.60450646,-82.57349262,House,Entire home/apt,1,2,2,7,2,t,strict_14_with_grace_period,f,55,t
9151945,28806,35.56859,-82.58904,House,Private room,1,1,1,30,1,f,flexible,f,50,f
9173401,28806,35.57042,-82.59127,Apartment,Entire home/apt,1,1,2,1,2,t,strict_14_with_grace_period,f,18.75,t
9182448,28806,35.57355,-82.60229,House,Entire home/apt,1,1,1,2,2,f,moderate,f,59.5,t
9195530,28803,35.50996448,-82.51368897,House,Private room,1,1,1,2,3,f,flexible,f,57.5,f
9232961,28803,35.52872781,-82.51876953,Apartment,Entire home/apt,2,2,3,1,1,f,flexible,,62.5,f
9234967,28801,35.60541054,-82.57524274,Apartment,Entire home/apt,1,1,2,2,2,f,moderate,f,36.25,t
9243493,28804,35.64256,-82.52125,Entire residential home,Entire home/apt,2,3,4,3,1,f,strict_14_with_grace_period,f,47.5,f
9254177,28801,35.58533,-82.5512,Private room in residential home,Private room,1,1,1,1,4,t,strict_14_with_grace_period,f,29.5,t
9258283,28715,35.48511813,-82.74661886,House,Entire home/apt,2.5,4,6,2,1,f,strict,,14.58333333,f
9282426,28801,35.60187,-82.55415,Entire rental unit,Entire home/apt,1,1,1,30,4,f,strict_14_with_grace_period,f,45,f
9317902,28801,35.59096425,-82.54486189,House,Private room,1,1,1,15,1,f,flexible,,60,f
9344195,28806,35.57806,-82.64202,Entire guest suite,Entire home/apt,1,1,1,3,1,t,strict_14_with_grace_period,f,37.5,f
9351517,28715,35.50946707,-82.77013109,House,Entire home/apt,2,2,2,2,1,f,strict,,23.33333333,f
9361674,28704,35.48196841,-82.52736358,House,Shared room,1,1,1,1,2,f,flexible,,12,t
9363548,28801,35.5893292,-82.54453839,Apartment,Private room,1,1,1,2,2,f,moderate,,40,t
9365815,28715,35.50449975,-82.67165612,House,Entire home/apt,2,3,3,1,1,f,flexible,,35,f
9382487,28803,35.5578188,-82.51747356,House,Private room,1,1,1,1,2,t,flexible,f,25,t
9406902,28704,35.47301,-82.50756,House,Private room,1,1,1,1,1,f,moderate,f,17.5,f
9442229,28806,35.57183,-82.59212,House,Entire home/apt,1,1,2,1,2,t,strict_14_with_grace_period,f,25,t
9444204,28801,35.60461312,-82.55835213,Apartment,Entire home/apt,1,1,1,2,1,f,strict,,62.5,t
9445588,28805,35.64178,-82.47683,Apartment,Entire home/apt,1,1,1,2,4,t,moderate,f,27.5,t
9450094,28801,35.60488022,-82.56058579,House,Private room,1,1,1,1,2,t,moderate,,30,f
